title,author,tag,series,isbn
Salmorra ,"Sugranyes, Jordi",N Sug,Col·lecció Nevol·la   2,9788412393859
Trauma ,"Sund, Erik Axl",N Sun,Narrativa (Empúries)   483,9788416367115
Declaració d'invencions ,"Sunyol, Ricard",N Sun,A tot vent   759,9788475889313
La Historia del señor Sommer ,"Süskind, Patrick",N Sus,Biblioteca breve (Seix Barral),843220658X
El Perfum : història d'un assassí ,"Süskind, Patrick",N Sus,Clàssica (Columna)   572,9788466407618
Un Combat ,"Süskind, Patrick",N Sus,Amsterdam llibres   182,9788416743971
Vi generós : antologia de contes ,"Svevo, Italo, 1861-1928",N Sve,Portàtils,9788418857065
¿Quién quiere ser millonario? ,"Swarup, Vikas",N Swa,Panorama de narrativas   640,9788433971036
Seis sospechosos ,"Swarup, Vikas",N Swa,Panorama de narrativas   752,9788433975331
Los Infortunios de Svoboda ,"Székely, János, 1901-1958",N Sze,,9788415979609
Animal ,"Taddeo, Lisa",N Tad,Més llibres   32,9788417353346
Battle Royale ,"Takami, Koshun",N Tak,Booket,9788408113119
Los Hijos ,"Talese, Gay",N Tal,,9788420416540
Fora ,"Tamaro, Susanna",N Tam,Narrativa (Empúries)   229,8497870271
Donde el corazón te lleve ,"Tamaro, Susanna",N Tam,Biblioteca Formentor,9788432228100
Escucha mi voz ,"Tamaro, Susanna",N Tam,Biblioteca Formentor,9788432228070
Tu mirada ilumina el mundo ,"Tamaro, Susanna",N Tam,Biblioteca Formentor,9788432237102
El Cortador de cañas ,"Tanizaki, Jun'ichir, 1886-1965",N Tan,Libros del tiempo (Siruela)   272,9788498412116
El Club de la buena estrella ,"Tan, Amy",N Tan,,9788408072492
Un Lugar llamado Nada ,"Tan, Amy",N Tan,,8408066269
Retrat de Shunkin ,"Tanizaki, Jun'ichir, 1886-1965",N Tan,Petits plaers   2,9788494990663
La Vall de la meravella ,"Tan, Amy",N Tan,El Balancí   713,9788429770063
Hi havia una vegada a Hollywood ,"Tarantino, Quentin",N Tar,,9788466428002
El Jilguero ,"Tartt, Donna",N Tar,,9788426422439
El Heredero ,"Tarradas Bultó, Rafael",N Tar,Espasa narrativa,9788467058147
Temps de llum ,"Tarragó, Sílvia",N Tar,Clàssica (Columna)   1082,9788466420907
Tal com érem ,"Tarragona, Sílvia",N Tar,Clàssica (Columna)   1164,9788466423403
T'ho donaré tot : la novel·la sobre el orígens del Tibidabo ,"Tarragó, Sílvia",N Tar,Clàssica (Columna)   1143,9788466422727
El Valle de los arcángeles ,"Tarradas Bultó, Rafael",N Tar,,9788467063530
Jerusalem ,"Tavares, Gonçalo M.",N Tav,Col·lecció de narrativa   6,9788417410056
Adreça desconeguda ,"Taylor, Kathrine Kressmann, 1903-1997",N Tay,La Magrana de butxaca,9788497842334
Huérfanos de la Tierra ,"Tchaikovsky, Adrian",N Tch,,9788498891416
Un dia tot això serà teu ,"Tchaikovsky, Adrian",N Tch,Col·lecció Voyager   3,9788412119572
Pa negre ,"Teixidor, Emili, 1933-2012",N Tei,Clàssica (Columna)   580,8466403744
Els Convidats ,"Teixidor, Emili, 1933-2012",N Tei,Clàssica (Columna)   832,9788466410601
El Tercer mundo después del sol : antología de ciencia ficción latino-americana , ,N Ter,Laberinto,9788445012178
El Hombre que cayó en la Tierra ,"Tevis, Walter S., 1928-1984",N Tev,,9788494561214
Sinsonte ,"Tevis, Walter S., 1928-1984",N Tev,,9788418668371
La Tormenta de nieve ,"Theorin, Johan",N The,Literatura Mondadori   450,9788439723318
La Marca de sangre ,"Theorin, Johan",N The,Literatura Mondadori   479,9788439723646
La Fada negra ,"Theros, Xavier",N The,L'Àncora (Destino)   245,9788497102667
Gataca ,"Thilliez, Franck",N Thi,Clàssica (Columna)   919,9788466414739
Atomka ,"Thilliez, Franck",N Thi,Áncora y delfín   1257,9788423346288
La Síndrome E ,"Thilliez, Franck",N Thi,Clàssica (Columna)   918,9788466414746
L'Assassí dins meu ,"Thompson, Jim, 1906-1977",N Tho,Biblioteca Andreu Martín   3,9788416547975
El Exterminio ,"Thompson, Jim, 1906-1977",N Tho,Serie negra (RBA)   274,9788490067703
Consulting ,"Thomazeau, François",N Tho,Crims.cat   21,9788416328321
Los Timadores ,"Thompson, Jim, 1906-1977",N Tho,Serie negra (RBA),9788490569719
Una Mujer endemoniada ,"Thompson, Jim, 1906-1977",N Tho,Serie negra (RBA)   178,9788490061992
1280 almas ,"Thompson, Jim, 1906-1977",N Tho,Serie negra (RBA)   76,9788498678451
La Sangre de los Kings ,"Thompson, Jim, 1906-1977",N Tho,Serie negra,9788491877783
La Huida ,"Thompson, Jim, 1906-1977",N Tho,Serie negra,9788491870784
Noche salvaje ,"Thompson, Jim, 1906-1977",N Tho,Serie negra,9788491875390
Las Palabras que nunca escribí ,"Thynne, Jane",N Thy,Planeta internacional,9788408238324
Amatka ,"Tidbeck, Karin",N Tid,,9788494455575
El Imperio mecha Samurái ,"Tieryas, Peter",N Tie,Nova (Ediciones B),9788417347413
Estados Unidos de Japón ,"Tieryas, Peter",N Tie,Nova (Ediciones B),9788466660464
Tiempo de utopías , ,N Tie,Pluma Futura   22,9788412431193
Gramàtica dels noms propis ,"Todó, Lluís Maria",N Tod,El Club dels novel·listes (Club Editor)   67,9788473292184
Estels fugaços ,"Todd, Anna",N Tod,Stars (Columna)   1,9788466424172
Lladres ,"Todó, Joan",N Tod,Cicuta (LaBreu)   12,9788494433061
Elles parlen ,"Toews, Miriam",N Toe,,9788494904981
Nora Webster ,"Tóibín, Colm",N Toi,,9788426402622
Un Llarg hivern ,"Tóibín, Colm",N Toi,Tocs   59,9788495616944
La Casa dels noms ,"Tóibín, Colm",N Toi,Amsterdam llibres,9788416743407
Sobre los huesos de los muertos ,"Tokarczuk, Olga",N Tok,Nuevos tiempos : 337,9788416638802
Cos ,"Tokarczuk, Olga",N Tok,,9788416738496
Els Cosacs : un relat del Caucas (1852-1863) ,"Tolstoi, Lev, graf, 1828-1910",N Tol,A tot vent   643,9788475885902
Ana Karenina ,"Tolstoi, Lev, graf, 1828-1910",N Tol,Austral,9788467032802
El Retorno del rey ,"Tolkien, J. R. R., 1892-1973",N Tol,El Señor de los anillos   3,9788445073759 (o.c)
La Comunidad del anillo ,"Tolkien, J. R. R., 1892-1973",N Tol,El Señor de los anillos   1,9788445073728
Las Dos torres ,"Tolkien, J. R. R., 1892-1973",N Tol,"Tolkien, J. R. R., 1892-1973. Lord of the rings. Castellà   2",9788445073735
El Silmarillion ,"Tolkien, J. R. R., 1892-1973",N Tol,,8422631199
Els Fills d'en Hurin ,"Tolkien, J. R. R., 1892-1973",N Tol,Clàssica (Columna)   719,9788466408127
El Hobbit o historia de una ida y de una vuelta ,"Tolkien, J. R. R., 1892-1973",N Tol,,9788445072820
Una Part del tot ,"Toltz, Steve",N Tol,Tocs   73,9788496735378
El Hiperboloide del ingeniero Garin ,"Tolstoï, Alekséi, 1883-1945",N Tol,Clásicos de la literatura   27,9788446048992
El Gattopardo ,"Tomasi di Lampedusa, Giuseppe, 1896-1957",N Tom,A tot vent   522,9788484377696
En Garp segons el món ,"Tomàs Pagès, Laia",N Tom,,9788494950650
La Conjura de los necios ,"Toole, John Kennedy, 1937-1969",N Too,Compactos Anagrama   38,9788433920423
Hombres de lluvia ,"Torres, Maruja",N Tor,Autores españoles e iberoamericanos (Planeta),8408052241
Poder contar-ho ,"Torrent, Ferran",N Tor,Col·lecció Clàssica   1230,9788466425216
El Mal cautivo ,"Torchio, Maurizio",N Tor,,9788418236419
La Saga/fuga de J.B. ,"Torrente Ballester, Gonzalo, 1910-1999",N Tor,Clásicos Castalia   301,9788497402989
La Pesca del salmó al Iemen ,"Torday, Paul, 1946-2013",N Tor,Les Ales esteses (La Magrana)   215,9788479012182
Un Dinar un dia qualsevol ,"Torrent, Ferran",N Tor,"Torrent, Ferran. Segon sistema   1",9788466419383
Mientras vivimos ,"Torres, Maruja",N Tor,Biblioteca Maruja Torres,840805824X
Llull: més lluny ,"Torró, Joan",N Tor,Manuzio,9788416391929
Judici final ,"Torrent, Ferran",N Tor,Clàssica (Columna)   696,9788466407472
Un Senyor elegant ,"Toro, Suso de",N Tor,,9788417353292
Bulevard dels Francesos ,"Torrent, Ferran",N Tor,Clàssica (Columna)   830,9788466411257
Individus com nosaltres ,"Torrent, Ferran",N Tor,Clàssica (Columna)   1141,9788466422642
Enxarxats ,"Torras, Carme",N Tor,Distorsions   42,9788494587771
La Mutació sentimental ,"Torras, Carme",N Tor,Ciència-ficció (Pagès)   22,9788497796354
Estimades màquines ,"Torras, Carme",N Tor,Distorsions   75,9788412216745
Novel·les. I ,"Trabal, Francesc, 1899-1957",N Tra,Biblioteca mínima   205,9788477275817
Los Amigos del crimen perfecto ,"Trapiello, Andrés",N Tra,Áncora y delfín   970,8423334678
L'Homenatge ,"Trigo, Xulio Ricardo",N Tri,Clàssica (Columna)   1157,9788466423021
La Noia de la Resistència ,"Trigo, Xulio Ricardo",N Tri,Col·lecció Clàssica   1256,9788466426206
Entre les ombres ,"Trigo, Xulio Ricardo",N Tri,Crims.cat   63,9788418584220
Blitz ,"Trueba, David",N Tru,Narrativas hispánicas (Anagrama)   543,9788433997906
El Estrecho del lobo ,"Truc, Olivier",N Tru,Áncora y delfín   1351,9788423349937
Tierra de campos ,"Trueba, David",N Tru,Narrativas hispánicas (Anagrama)   584,9788433998323
Un Secret de l'Empordà ,"Tubella i Casadevall, Imma",N Tub,Clàssica (Columna)   1096,9788466421003
A cavall del vent ,"Tubella i Casadevall, Imma",N Tub,Clàssica (Columna)   1198,9788466424615
La Desaparició de l'Annie Thorne ,"Tudor, C. J.",N Tud,,9788417627157
Las Chicas de Chapel Croft ,"Tudor, C. J.",N Tud,,9788401027581
El Hombre de tiza ,"Tudor, C. J.",N Tud,,9788401019814
La Otra gente ,"Tudor, C. J.",N Tud,,9788401025600
Les Coses humanes ,"Tuil, Karine",N Tui,AMS   197,9788417918415
Pares i fills ,"Turguénev, Ivan Serguéievitx, 1818-1883",N Tur,Ficció (Marbot),9788492728183
Fum ,"Turguénev, Ivan Serguéievitx, 1818-1883",N Tur,D'ací i d'allà   84,9788416948703
Les Torres de l'oblit ,"Turner, George, 1916-1997",N Tur,Clàssica (Columna)   734,9788466408417
Lo Mejor que le puede pasar a un cruasán ,"Tusset, Pablo",N Tus,Punto de lectura (Suma de Letras)   350/1,8466307125
En el nombre del cerdo ,"Tusset, Pablo",N Tus,Áncora y delfín   1063,8423338614
Futuros perdidos ,"Tuttle, Lisa",N Tut,Gigamesh ficción,9788416035540
La Meva vida : relat d'un home de províncies ,"Txékhov, Anton Pàvlovitx, 1860-1904",N Txe,Microclimes   6,9788495587848
El Regne de les dones ,"Txékhov, Anton Pàvlovitx, 1860-1904",N Txe,Petits Plaers de Viena   1,9788494990656
El Hilo azul ,"Tyler, Anne",N Tyl,,9788426402141
Una Sala plena de cors trencats ,"Tyler, Anne",N Tyl,A tot vent   737,9788475888620
El Guardián de la marea ,"Uceda, Mayte",N Uce,Autores españoles e iberoamericanos,9788408229858
Reencuentro ,"Uhlman, Fred, 1901-1985",N Uhl,Maxi (Tusquets)   21/1,9788483835555
"Abel Sánchez   Cómo se hace una novela   San Manuel Bueno, mártir y otras prosas ","Unamuno, Miguel de, 1864-1936",N Una,Clásicos y modernos (Crítica)   15,8484322637
Niebla ,"Unamuno, Miguel de, 1864-1936",N Una,Letras hispánicas (Cátedra)   154,8437603471
Amor y pedagogía ,"Unamuno, Miguel de, 1864-1936",N Una,Clásicos hispánicos (Vicens Vives)   26,9788431610067
Ohan ,"Uno, Chiyo, 1897-1996",N Uno,Mirmanda (Edicions de 1984)   177,9788416987351
El Regreso de Conejo ,"Updike, John, 1932-2009",N Upd,Andanzas   179,8472236501
Conejo en paz ,"Updike, John, 1932-2009",N Upd,Andanzas   161,8472234770
La Hija del Este ,"Usón, Clara",N Uso,Biblioteca breve (Seix Barral),9788432214141
No sabràs el teu nom ,"Usó i Mezquita, Vicent",N Uso,L'Eclèctica   305,9788490264461
Sense tu ,"Ustrell, Ricard",N Ust,,9788416430635
Cuando giran los muertos ,"Valle, Ignacio del",N Val,,9788491896050
Muerte entre poetas ,"Vallvey, Ángela",N Val,Autores españoles e iberoamericanos (Planeta),9788408083696
Cabaret Biarritz ,"Vales, José C.",N Val,Áncora y delfín   1327,9788423349289
La Memòria de l'arbre ,"Vallès, Tina",N Val,Llibres Anagrama   34,9788433915429
Ombres entre tenebres ,"Valldeperes, Manuel, 1902-1970",N Val,De cor a pensa   13,9788416948116
Delparaíso ,"Val, Juan del",N Val,,9788467061130
Swing : allà on la vida venç ,"Vallbona, Rafael",N Val,El Balancí   836,9788429779134
La Comuna de Puigcerdà ,"Vallbona, Rafael",N Val,Clàssica (Columna)   432,8466400354
La Casa de la frontera ,"Vallbona, Rafael",N Val,Balancí   779,9788429776133
Els Bons dies ,"Vallbona, Rafael",N Val,,9788417918095
Tirano Banderas : novela de tierra caliente ,"Valle-Inclán, Ramón del, 1866-1936",N Val,Austral   319,9788467022001
Los Estados carenciales ,"Vallvey, Ángela",N Val,Áncora y delfín   950,8423333922
El Mercader : el despertar d'una nova Barcelona ,"Valls, Coia",N Val,Histórica (Ediciones B),9788466647465
El Senyor Palomar a Barcelona ,"Vallés, Tina",N Val,Llibres Anagrama   86,9788433915962
Sonatas : memorias del Marqués de Bradomín ,"Valle-Inclán, Ramón del, 1866-1936",N Val,Espasa clásicos,9788467026580
La Princesa de Jade ,"Valls, Coia",N Val,,9788466411196
Sukkwan Island ,"Vann, David",N Van,Narrativa (Empúries)   377,9788497876742
Maske: Taeria ,"Vance, Jack, 1916-2013",N Van,,8493225002
La Perla verde ,"Vance, Jack, 1916-2013",N Van,Trilogía de Lyonesse   2,9788416035489
L'Aquari ,"Vann, David",N Van,Antípoda   17,9788494440991
El Jardín de Suldrun ,"Vance, Jack, 1916-2013",N Van,Trilogía de Lyonesse   1,9788416035472
Desolacions : Caribou Island ,"Vann, David",N Van,Narrativa (Empúries)   396,9788497877350
Cocodrilo : varado en un puerto de narcos ,"Vann, David",N Van,,9788439730231
Madouc ,"Vance, Jack, 1916-2013",N Van,Trilogía de Lyonesse   3,9788416035496
Lámpara de noche ,"Vance, Jack, 1916-2013",N Van,,9788416035502
Slan ,"Van Vogt, A. E., 1912-2000",N Van,,9788417507558
Un Lloc incert ,"Vargas, Fred",N Var,Amsterdam llibres,9788493718312
L'Exèrcit furiós ,"Vargas, Fred",N Var,Amsterdam llibres,9788492941148
El Héroe discreto ,"Vargas Llosa, Mario",N Var,,9788420414898
Tiempos recios ,"Vargas Llosa, Mario",N Var,Narrativa hispánica,9788420435718
Los Cuadernos de don Rigoberto ,"Vargas Llosa, Mario",N Var,,8420482633
Temps de gel ,"Vargas, Fred",N Var,Amsterdam llibres,9788415645726
La Ciudad y los perros ,"Vargas Llosa, Mario",N Var,Biblioteca Mario Vargas Llosa,8420467065
L'Home dels cercles blaus ,"Vargas, Fred",N Var,Amsterdam llibres,9788492941049
"Huye rápido, vete lejos ","Vargas, Fred",N Var,Nuevos tiempos (Siruela)   21,8478446613
Conversación en la catedral ,"Vargas Llosa, Mario",N Var,Punto de lectura (Punto de Lectura),9788466320375
Cuando sale la reclusa ,"Vargas, Fred",N Var,Nuevos tiempos (Siruela)   401,9788417308124
Sota els vents de Neptú ,"Vargas, Fred",N Var,Amsterdam llibres,9788416743995
La Tercera verge ,"Vargas, Fred",N Var,Amsterdam llibres,9788492406685
El Sueño del celta ,"Vargas Llosa, Mario",N Var,,9788420406824
Travesuras de la niña mala ,"Vargas Llosa, Mario",N Var,,8420469955
Vamos a calentar el sol ,"Vasconcelos, José Mauro de, 1920-1984",N Vas,Libros del Asteroide   129,9788415625742
Historia secreta de Costaguana ,"Vásquez, Juan Gabriel",N Vas,,9788420471280
La Punyalada ,"Vayreda, Marià, 1853-1903",N Vay,Imprescindibles. Biblioteca de clàssics catalans   2,9788472268944
Quinteto de Buenos Aires ,"Vázquez Montalbán, Manuel, 1939-2003",N Vaz,Autores españoles e hispanoamericanos (Planeta),840802213X
